scenario,run,day,worker_id,worker_type,issue_id,category,severity,action,accepted,duplicate,dispatch_correct,resolved,resolution_hours,submission_minutes
S3,11,52,W102,driver,R11-D51-I05,community_service,medium,invalid,0,1,,,,3.129
S3,11,52,W119,rider,R11-D51-I13,traffic,medium,new_workorder,1,0,0,1,35.805,2.396
S3,11,52,W142,rider,R11-D51-I04,public_safety,low,new_workorder,1,0,1,1,32.268,3.194
S3,11,52,W150,rider,R11-D51-I00,community_access,high,new_workorder,1,0,1,1,34.93,3.715
S3,11,52,W153,rider,R11-D51-I01,road_or_facility,low,merged_duplicate,1,1,,,,3.386
S3,11,52,W159,rider,R11-D51-I00,community_access,high,invalid,0,1,,,,3.682
S3,11,52,W165,rider,R11-D51-I01,road_or_facility,low,merged_duplicate,1,1,,,,2.05
S3,11,52,W175,rider,R11-D51-I00,community_access,high,unmerged_duplicate,1,1,1,1,18.825,2.86
S3,11,52,W186,rider,R11-D51-I15,community_service,medium,merged_duplicate,1,1,,,,1.867
S3,11,52,W226,rider,R11-D51-I17,road_or_facility,low,invalid,0,1,,,,3.151
S3,11,52,W228,driver,R11-D51-I03,community_access,medium,merged_duplicate,1,1,,,,2.751
S3,11,52,W233,rider,R11-D51-I14,traffic,medium,merged_duplicate,1,1,,,,3.604
S3,11,53,W016,rider,R11-D52-I09,community_access,medium,invalid,0,0,,,,3.227
S3,11,53,W021,driver,R11-D52-I02,community_service,low,new_workorder,1,0,0,1,39.837,2.66
S3,11,53,W030,driver,R11-D52-I16,traffic,low,new_workorder,1,0,1,1,18.193,2.488
S3,11,53,W033,rider,R11-D52-I02,community_service,low,unmerged_duplicate,1,1,1,0,,2.605
S3,11,53,W043,rider,R11-D52-I00,traffic,low,new_workorder,1,0,1,1,14.895,2.995
S3,11,53,W061,rider,R11-D52-I00,traffic,low,merged_duplicate,1,1,,,,2.861
S3,11,53,W065,driver,R11-D52-I19,community_access,medium,new_workorder,1,0,1,1,40.767,3.278
S3,11,53,W078,rider,R11-D52-I18,community_access,medium,new_workorder,1,0,1,1,38.96,4.018
S3,11,53,W092,rider,R11-D52-I00,traffic,low,invalid,0,1,,,,2.653
S3,11,53,W111,rider,R11-D52-I08,community_access,low,new_workorder,1,0,1,0,,4.159
S3,11,53,W135,rider,R11-D52-I16,traffic,low,invalid,0,1,,,,2.373
S3,11,53,W140,rider,R11-D52-I02,community_service,low,unmerged_duplicate,1,1,1,1,41.965,2.923
S3,11,53,W171,rider,R11-D52-I16,traffic,low,merged_duplicate,1,1,,,,2.32
S3,11,53,W204,rider,R11-D52-I13,road_or_facility,low,new_workorder,1,0,1,1,53.357,3.765
S3,11,53,W218,rider,R11-D52-I16,traffic,low,merged_duplicate,1,1,,,,2.52
S3,11,53,W228,driver,R11-D52-I09,community_access,medium,new_workorder,1,0,1,1,24.21,2.327
S3,11,53,W237,rider,R11-D52-I18,community_access,medium,invalid,0,1,,,,2.73
S3,11,53,W240,driver,R11-D52-I19,community_access,medium,merged_duplicate,1,1,,,,3.273
S3,11,54,W001,rider,R11-D53-I13,community_access,low,new_workorder,1,0,1,0,,2.555
S3,11,54,W007,rider,R11-D53-I05,traffic,low,invalid,0,0,,,,2.976
S3,11,54,W016,rider,R11-D53-I17,traffic,low,new_workorder,1,0,1,1,30.264,3.093
S3,11,54,W024,driver,R11-D53-I12,community_service,low,invalid,0,0,,,,2.758
S3,11,54,W029,rider,R11-D53-I12,community_service,low,new_workorder,1,0,1,1,16.333,2.209
S3,11,54,W030,driver,R11-D53-I08,community_access,medium,new_workorder,1,0,1,1,39.923,3.184
S3,11,54,W031,rider,R11-D53-I08,community_access,medium,invalid,0,1,,,,3.329
S3,11,54,W044,rider,R11-D53-I14,community_access,medium,invalid,0,0,,,,3.701
S3,11,54,W055,rider,R11-D53-I03,community_access,medium,new_workorder,1,0,1,1,36.72,2.515
S3,11,54,W061,rider,R11-D53-I16,community_access,medium,new_workorder,1,0,0,1,19.336,3.638
S3,11,54,W068,rider,R11-D53-I10,road_or_facility,low,new_workorder,1,0,1,1,14.147,2.413
S3,11,54,W074,rider,R11-D53-I12,community_service,low,invalid,0,1,,,,3.221
S3,11,54,W078,rider,R11-D53-I01,traffic,low,invalid,0,0,,,,3.109
S3,11,54,W123,rider,R11-D53-I16,community_access,medium,invalid,0,1,,,,2.605
S3,11,54,W151,rider,R11-D53-I04,road_or_facility,medium,new_workorder,1,0,1,1,26.646,3.808
S3,11,54,W197,rider,R11-D53-I00,public_safety,medium,invalid,0,0,,,,3.006
S3,11,54,W217,driver,R11-D53-I02,traffic,low,invalid,0,0,,,,3.197
S3,11,54,W224,rider,R11-D53-I01,traffic,low,new_workorder,1,0,0,1,30.872,3.708
S3,11,55,W022,rider,R11-D54-I16,road_or_facility,medium,invalid,0,0,,,,3.017
S3,11,55,W023,driver,R11-D54-I03,traffic,low,new_workorder,1,0,1,1,36.88,3.393
S3,11,55,W026,rider,R11-D54-I02,traffic,medium,new_workorder,1,0,1,1,29.697,2.855
S3,11,55,W054,rider,R11-D54-I01,community_service,medium,new_workorder,1,0,1,1,29.175,3.253
S3,11,55,W055,rider,R11-D54-I11,traffic,low,new_workorder,1,0,1,1,32.889,3.871
S3,11,55,W057,rider,R11-D54-I17,community_access,low,new_workorder,1,0,0,0,,3.024
S3,11,55,W061,rider,R11-D54-I18,road_or_facility,low,new_workorder,1,0,1,1,18.755,2.746
S3,11,55,W064,rider,R11-D54-I04,road_or_facility,medium,new_workorder,1,0,1,1,21.024,2.421
S3,11,55,W101,rider,R11-D54-I09,road_or_facility,medium,new_workorder,1,0,1,1,15.102,2.525
S3,11,55,W120,rider,R11-D54-I06,public_safety,low,new_workorder,1,0,1,1,16.076,2.549
S3,11,55,W158,rider,R11-D54-I05,road_or_facility,low,new_workorder,1,0,1,1,27.62,3.273
S3,11,55,W163,driver,R11-D54-I11,traffic,low,merged_duplicate,1,1,,,,3.107
S3,11,55,W178,rider,R11-D54-I07,community_access,low,invalid,0,0,,,,3.636
S3,11,55,W223,driver,R11-D54-I09,road_or_facility,medium,merged_duplicate,1,1,,,,2.976
S3,11,56,W020,rider,R11-D55-I02,community_access,medium,invalid,0,0,,,,2.395
S3,11,56,W068,rider,R11-D55-I17,community_access,low,new_workorder,1,0,1,1,23.81,3.189
S3,11,56,W074,rider,R11-D55-I08,community_service,low,new_workorder,1,0,1,1,19.529,2.996
S3,11,56,W094,rider,R11-D55-I19,community_access,high,new_workorder,1,0,1,1,29.194,3.102
S3,11,56,W111,rider,R11-D55-I16,community_access,low,invalid,0,0,,,,3.077
S3,11,56,W131,rider,R11-D55-I13,community_access,low,new_workorder,1,0,1,0,,2.815
S3,11,56,W134,rider,R11-D55-I04,community_service,low,new_workorder,1,0,1,1,34.858,2.268
S3,11,56,W136,rider,R11-D55-I08,community_service,low,unmerged_duplicate,1,1,1,1,15.761,2.86
S3,11,56,W147,driver,R11-D55-I00,road_or_facility,low,new_workorder,1,0,1,0,,2.839
S3,11,56,W148,rider,R11-D55-I08,community_service,low,merged_duplicate,1,1,,,,2.636
S3,11,56,W153,rider,R11-D55-I10,public_safety,medium,new_workorder,1,0,1,1,17.958,3.083
S3,11,56,W166,rider,R11-D55-I04,community_service,low,merged_duplicate,1,1,,,,3.437
S3,11,56,W169,rider,R11-D55-I05,traffic,low,new_workorder,1,0,1,1,37.032,2.094
S3,11,56,W184,driver,R11-D55-I18,community_service,high,new_workorder,1,0,1,1,37.539,3.474
S3,11,56,W185,rider,R11-D55-I01,community_access,low,new_workorder,1,0,1,1,24.535,3.995
S3,11,56,W191,rider,R11-D55-I04,community_service,low,unmerged_duplicate,1,1,1,1,20.036,3.481
S3,11,56,W200,rider,R11-D55-I16,community_access,low,new_workorder,1,0,0,1,57.106,3.665
S3,11,56,W209,driver,R11-D55-I13,community_access,low,merged_duplicate,1,1,,,,2.94
S3,11,56,W219,rider,R11-D55-I05,traffic,low,merged_duplicate,1,1,,,,2.721
S3,11,56,W221,rider,R11-D55-I19,community_access,high,merged_duplicate,1,1,,,,2.468
S3,11,56,W226,rider,R11-D55-I06,public_safety,low,new_workorder,1,0,1,1,18.737,2.311
S3,11,56,W234,rider,R11-D55-I11,public_safety,medium,invalid,0,0,,,,3.214
S0,12,1,W049,rider,R12-D00-I16,traffic,high,new_workorder,1,0,0,0,,8.232
S0,12,1,W095,rider,R12-D00-I13,community_access,high,new_workorder,1,0,1,1,50.127,8.271
S0,12,1,W163,rider,R12-D00-I06,road_or_facility,low,invalid,0,0,,,,8.573
S0,12,2,W102,rider,R12-D01-I09,public_safety,medium,new_workorder,1,0,1,1,43.293,7.141
S0,12,2,W168,rider,R12-D01-I01,community_access,medium,new_workorder,1,0,1,1,48.275,4.695
S0,12,2,W176,rider,R12-D01-I02,community_access,low,new_workorder,1,0,1,1,42.984,6.889
S0,12,2,W206,rider,R12-D01-I00,road_or_facility,medium,invalid,0,0,,,,7.072
S0,12,3,W018,driver,R12-D02-I04,traffic,medium,invalid,0,0,,,,9.504
S0,12,3,W056,rider,R12-D02-I07,road_or_facility,low,invalid,0,0,,,,7.254
S0,12,3,W074,rider,R12-D02-I06,community_access,low,invalid,0,0,,,,7.889
S0,12,3,W076,rider,R12-D02-I11,road_or_facility,low,new_workorder,1,0,1,1,45.658,7.087
S0,12,3,W082,rider,R12-D02-I18,community_access,low,invalid,0,0,,,,7.136
S0,12,3,W104,rider,R12-D02-I09,community_access,critical,emergency_referral,0,0,,,,7.478
S0,12,3,W123,rider,R12-D02-I19,community_access,high,new_workorder,1,0,1,1,36.521,7.434
S0,12,3,W147,rider,R12-D02-I08,traffic,low,new_workorder,1,0,1,1,59.996,8.885
S0,12,3,W173,rider,R12-D02-I15,community_service,low,new_workorder,1,0,1,1,41.004,7.554
S0,12,3,W190,driver,R12-D02-I01,road_or_facility,medium,new_workorder,1,0,1,1,48.479,9.1
S0,12,3,W226,rider,R12-D02-I10,community_access,low,invalid,0,0,,,,10.334
S0,12,4,W052,driver,R12-D03-I15,traffic,low,invalid,0,0,,,,8.374
S0,12,4,W105,driver,R12-D03-I00,community_access,medium,invalid,0,0,,,,5.152
S0,12,5,W007,rider,R12-D04-I19,road_or_facility,high,new_workorder,1,0,0,0,,5.825
S0,12,5,W023,rider,R12-D04-I16,community_access,low,invalid,0,0,,,,9.557
S0,12,5,W038,rider,R12-D04-I08,road_or_facility,medium,invalid,0,0,,,,10.669
S0,12,5,W066,rider,R12-D04-I06,community_service,medium,new_workorder,1,0,1,1,36.184,5.408
S0,12,5,W082,rider,R12-D04-I01,community_service,medium,invalid,0,0,,,,9.77
S0,12,5,W158,rider,R12-D04-I00,road_or_facility,low,invalid,0,0,,,,7.315
S0,12,5,W188,rider,R12-D04-I02,public_safety,low,new_workorder,1,0,1,0,,10.131
S0,12,6,W154,rider,R12-D05-I18,community_service,medium,invalid,0,0,,,,8.108
S0,12,6,W162,rider,R12-D05-I05,road_or_facility,low,invalid,0,0,,,,9.964
S0,12,6,W221,rider,R12-D05-I00,community_service,medium,invalid,0,0,,,,10.414
S0,12,7,W037,rider,R12-D06-I18,road_or_facility,high,new_workorder,1,0,0,0,,8.222
S0,12,7,W047,rider,R12-D06-I13,public_safety,medium,new_workorder,1,0,1,1,45.65,8.128
S0,12,7,W062,rider,R12-D06-I06,road_or_facility,low,invalid,0,0,,,,9.519
S0,12,7,W103,rider,R12-D06-I04,community_access,medium,new_workorder,1,0,1,1,44.048,8.675
S0,12,7,W132,rider,R12-D06-I16,community_access,high,invalid,0,0,,,,7.371
S0,12,7,W157,rider,R12-D06-I17,traffic,medium,new_workorder,1,0,0,1,76.696,8.219
S0,12,7,W158,rider,R12-D06-I08,road_or_facility,medium,invalid,0,0,,,,7.782
S0,12,7,W174,driver,R12-D06-I04,community_access,medium,unmerged_duplicate,1,1,1,1,18.396,7.606
S0,12,7,W236,rider,R12-D06-I10,road_or_facility,medium,new_workorder,1,0,1,1,70.933,7.981
S0,12,8,W016,rider,R12-D07-I10,community_access,medium,invalid,0,0,,,,10.247
S0,12,8,W026,driver,R12-D07-I17,traffic,low,new_workorder,1,0,0,1,47.048,9.851
S0,12,8,W039,driver,R12-D07-I08,road_or_facility,medium,invalid,0,0,,,,7.442
S0,12,8,W100,driver,R12-D07-I17,traffic,low,unmerged_duplicate,1,1,1,0,,9.559
S0,12,8,W116,rider,R12-D07-I15,public_safety,medium,new_workorder,1,0,0,1,40.525,7.432
S0,12,8,W237,rider,R12-D07-I10,community_access,medium,invalid,0,0,,,,7.46
S0,12,9,W112,rider,R12-D08-I11,road_or_facility,medium,new_workorder,1,0,1,0,,8.161
S0,12,10,W125,rider,R12-D09-I15,community_access,medium,new_workorder,1,0,1,1,38.137,6.508
S0,12,10,W151,rider,R12-D09-I04,public_safety,low,invalid,0,0,,,,6.35
S0,12,10,W179,rider,R12-D09-I18,community_service,low,invalid,0,0,,,,8.983
S0,12,10,W237,rider,R12-D09-I09,community_service,low,invalid,0,0,,,,8.56
S0,12,11,W028,rider,R12-D10-I19,road_or_facility,low,invalid,0,0,,,,9.538
S0,12,11,W039,driver,R12-D10-I09,road_or_facility,medium,new_workorder,1,0,1,1,95.262,7.959
S0,12,11,W060,rider,R12-D10-I02,community_access,low,new_workorder,1,0,1,1,84.051,6.855
S0,12,11,W095,rider,R12-D10-I02,community_access,low,unmerged_duplicate,1,1,0,1,40.594,7.283
S0,12,11,W119,rider,R12-D10-I05,road_or_facility,medium,invalid,0,0,,,,8.745
S0,12,11,W174,driver,R12-D10-I09,road_or_facility,medium,invalid,0,1,,,,6.819
S0,12,11,W186,driver,R12-D10-I18,public_safety,medium,new_workorder,1,0,1,1,43.106,10.286
S0,12,12,W029,rider,R12-D11-I11,community_service,low,new_workorder,1,0,1,1,74.026,9.559
S0,12,12,W136,rider,R12-D11-I16,road_or_facility,low,invalid,0,0,,,,7.91
S0,12,12,W145,rider,R12-D11-I00,community_service,critical,emergency_referral,0,0,,,,8.809
S0,12,12,W178,rider,R12-D11-I00,community_service,critical,emergency_referral,0,0,,,,7.514
S0,12,12,W213,rider,R12-D11-I04,community_access,low,new_workorder,1,0,1,0,,7.875
S0,12,13,W123,rider,R12-D12-I12,community_service,low,new_workorder,1,0,1,1,43.505,8.15
S0,12,13,W149,driver,R12-D12-I04,community_access,low,new_workorder,1,0,1,1,35.905,7.355
S0,12,13,W151,rider,R12-D12-I13,traffic,low,invalid,0,0,,,,5.038
S0,12,13,W217,rider,R12-D12-I03,road_or_facility,medium,new_workorder,1,0,0,1,49.063,8.971
S0,12,14,W052,driver,R12-D13-I03,road_or_facility,low,new_workorder,1,0,1,1,70.852,8.021
S0,12,14,W119,rider,R12-D13-I17,community_access,low,invalid,0,0,,,,9.748
S0,12,14,W199,rider,R12-D13-I06,community_access,low,new_workorder,1,0,1,1,33.014,6.937
S0,12,14,W227,rider,R12-D13-I17,community_access,low,new_workorder,1,0,1,1,39.565,7.677
S0,12,14,W236,rider,R12-D13-I13,road_or_facility,low,invalid,0,0,,,,8.488
S0,12,15,W035,rider,R12-D14-I15,road_or_facility,low,new_workorder,1,0,0,1,94.567,7.895
S0,12,15,W103,rider,R12-D14-I06,traffic,low,new_workorder,1,0,1,1,38.763,8.129
S0,12,15,W168,rider,R12-D14-I14,road_or_facility,medium,invalid,0,0,,,,7.507
S0,12,15,W180,driver,R12-D14-I00,community_service,low,new_workorder,1,0,1,1,74.719,8.295
S0,12,15,W193,rider,R12-D14-I05,community_access,low,new_workorder,1,0,1,1,36.271,8.747
S0,12,16,W012,rider,R12-D15-I10,road_or_facility,low,new_workorder,1,0,1,1,56.367,7.973
S0,12,16,W046,rider,R12-D15-I08,road_or_facility,high,new_workorder,1,0,1,0,,8.625
S0,12,16,W047,rider,R12-D15-I15,community_service,low,invalid,0,0,,,,9.736
S0,12,16,W101,rider,R12-D15-I14,community_access,low,invalid,0,0,,,,6.804
S0,12,16,W147,rider,R12-D15-I00,public_safety,medium,new_workorder,1,0,0,1,51.268,7.142
S0,12,16,W169,driver,R12-D15-I16,road_or_facility,low,new_workorder,1,0,1,1,83.424,9.031
S0,12,16,W206,rider,R12-D15-I01,public_safety,low,invalid,0,0,,,,8.021
S0,12,17,W002,rider,R12-D16-I01,community_access,low,invalid,0,0,,,,8.82
S0,12,17,W016,rider,R12-D16-I04,community_access,medium,invalid,0,0,,,,7.619
S0,12,17,W020,rider,R12-D16-I11,community_service,low,new_workorder,1,0,1,1,41.856,8.212
S0,12,17,W039,driver,R12-D16-I10,community_access,high,invalid,0,0,,,,8.124
S0,12,17,W048,driver,R12-D16-I03,traffic,low,new_workorder,1,0,1,1,52.305,5.308
S0,12,17,W062,rider,R12-D16-I15,community_access,low,new_workorder,1,0,0,1,75.467,7.369
S0,12,18,W109,rider,R12-D17-I07,road_or_facility,low,new_workorder,1,0,0,0,,8.122
S0,12,18,W210,rider,R12-D17-I08,road_or_facility,medium,invalid,0,0,,,,8.427
S0,12,18,W212,rider,R12-D17-I02,community_access,low,invalid,0,0,,,,7.696
S0,12,19,W001,rider,R12-D18-I14,community_service,high,new_workorder,1,0,1,1,85.651,6.966
S0,12,19,W018,driver,R12-D18-I08,traffic,low,new_workorder,1,0,1,1,44.887,6.96
S0,12,19,W068,rider,R12-D18-I05,traffic,low,new_workorder,1,0,0,1,29.205,7.896
S0,12,19,W131,driver,R12-D18-I17,road_or_facility,low,new_workorder,1,0,1,0,,6.396
S0,12,19,W235,driver,R12-D18-I04,public_safety,medium,new_workorder,1,0,1,1,39.736,8.522
S0,12,20,W077,rider,R12-D19-I01,road_or_facility,low,new_workorder,1,0,1,1,58.358,8.844
S0,12,20,W084,rider,R12-D19-I04,road_or_facility,medium,new_workorder,1,0,1,1,69.336,9.615
S0,12,21,W011,rider,R12-D20-I13,community_access,medium,invalid,0,0,,,,5.823
S0,12,21,W032,rider,R12-D20-I07,road_or_facility,low,new_workorder,1,0,1,1,41.81,10.488
S0,12,21,W106,driver,R12-D20-I03,community_service,low,new_workorder,1,0,1,1,50.149,5.712
S0,12,21,W126,rider,R12-D20-I06,community_access,low,invalid,0,0,,,,8.986
S0,12,21,W131,driver,R12-D20-I07,road_or_facility,low,invalid,0,1,,,,7.876
S0,12,21,W171,rider,R12-D20-I00,road_or_facility,low,invalid,0,0,,,,9.845
S0,12,21,W184,rider,R12-D20-I04,community_service,low,new_workorder,1,0,1,0,,8.667
S0,12,21,W231,rider,R12-D20-I15,community_access,medium,new_workorder,1,0,1,1,42.244,8.832
S0,12,22,W015,rider,R12-D21-I07,traffic,medium,new_workorder,1,0,1,1,27.527,9.018
S0,12,22,W031,driver,R12-D21-I00,community_access,medium,new_workorder,1,0,1,0,,8.474
S0,12,22,W040,rider,R12-D21-I18,road_or_facility,high,new_workorder,1,0,1,1,30.315,9.55
S0,12,22,W096,rider,R12-D21-I05,public_safety,low,invalid,0,0,,,,6.539
S0,12,22,W139,rider,R12-D21-I00,community_access,medium,unmerged_duplicate,1,1,1,1,39.67,6.887
S0,12,22,W147,rider,R12-D21-I17,community_access,low,new_workorder,1,0,1,0,,9.281
S0,12,22,W195,rider,R12-D21-I17,community_access,low,unmerged_duplicate,1,1,1,1,23.042,8.444
S0,12,23,W066,rider,R12-D22-I18,community_access,low,new_workorder,1,0,0,1,82.446,7.094
S0,12,23,W084,rider,R12-D22-I16,road_or_facility,medium,new_workorder,1,0,1,1,73.417,6.799
S0,12,23,W105,driver,R12-D22-I08,road_or_facility,low,new_workorder,1,0,1,1,41.498,7.497
S0,12,23,W153,rider,R12-D22-I03,community_access,low,new_workorder,1,0,1,1,57.246,7.514
S0,12,23,W165,rider,R12-D22-I15,road_or_facility,low,invalid,0,0,,,,8.963
S0,12,23,W173,rider,R12-D22-I18,community_access,low,merged_duplicate,1,1,,,,8.981
S0,12,23,W188,rider,R12-D22-I05,public_safety,low,invalid,0,0,,,,7.334
S0,12,24,W038,rider,R12-D23-I13,community_service,low,invalid,0,0,,,,6.603
S0,12,24,W060,rider,R12-D23-I14,public_safety,low,invalid,0,0,,,,9.808
S0,12,24,W080,rider,R12-D23-I12,community_access,low,new_workorder,1,0,1,1,54.122,7.857
S0,12,24,W129,rider,R12-D23-I16,public_safety,high,new_workorder,1,0,0,1,50.694,7.11
S0,12,24,W135,rider,R12-D23-I07,community_access,low,invalid,0,0,,,,8.76
S0,12,24,W154,rider,R12-D23-I12,community_access,low,unmerged_duplicate,1,1,0,0,,9.219
S0,12,24,W160,rider,R12-D23-I08,road_or_facility,low,new_workorder,1,0,1,0,,8.167
S0,12,24,W197,rider,R12-D23-I11,public_safety,low,new_workorder,1,0,1,1,40.586,8.757
S0,12,25,W037,rider,R12-D24-I13,road_or_facility,low,invalid,0,0,,,,7.216
S0,12,25,W089,driver,R12-D24-I07,community_access,high,invalid,0,0,,,,8.505
S0,12,25,W103,rider,R12-D24-I11,public_safety,low,new_workorder,1,0,0,0,,7.965
S0,12,25,W240,rider,R12-D24-I16,road_or_facility,medium,invalid,0,0,,,,7.91
S0,12,26,W017,driver,R12-D25-I16,public_safety,low,new_workorder,1,0,1,1,53.594,6.206
S0,12,26,W047,rider,R12-D25-I14,community_access,medium,invalid,0,0,,,,5.425
S0,12,26,W080,rider,R12-D25-I06,road_or_facility,medium,invalid,0,0,,,,8.377
S0,12,26,W103,rider,R12-D25-I17,community_access,low,new_workorder,1,0,0,1,36.282,6.015
S0,12,26,W142,rider,R12-D25-I10,traffic,low,new_workorder,1,0,1,1,47.004,6.145
S0,12,26,W186,driver,R12-D25-I04,traffic,low,new_workorder,1,0,0,1,34.33,8.074
S0,12,26,W214,rider,R12-D25-I02,community_access,low,new_workorder,1,0,1,1,89.901,8.691
S0,12,27,W028,rider,R12-D26-I17,road_or_facility,high,new_workorder,1,0,0,0,,8.084
S0,12,27,W129,rider,R12-D26-I00,public_safety,low,new_workorder,1,0,1,1,37.9,6.243
S0,12,27,W170,rider,R12-D26-I10,community_service,low,invalid,0,0,,,,7.97
S0,12,27,W229,rider,R12-D26-I11,traffic,low,invalid,0,0,,,,7.607
S0,12,28,W110,rider,R12-D27-I08,road_or_facility,low,new_workorder,1,0,1,1,60.009,11.399
S0,12,28,W211,rider,R12-D27-I13,community_access,low,new_workorder,1,0,1,1,45.313,6.395
S0,12,29,W038,rider,R12-D28-I07,road_or_facility,low,new_workorder,1,0,1,1,44.452,7.303
S0,12,30,W056,rider,R12-D29-I03,road_or_facility,medium,new_workorder,1,0,1,0,,8.509
S0,12,30,W223,rider,R12-D29-I01,road_or_facility,low,invalid,0,0,,,,7.333
S0,12,30,W236,rider,R12-D29-I19,public_safety,low,new_workorder,1,0,0,1,72.786,8.273
S0,12,31,W078,rider,R12-D30-I17,public_safety,high,invalid,0,0,,,,8.867
S0,12,31,W214,rider,R12-D30-I01,community_access,low,new_workorder,1,0,1,1,59.197,7.777
S0,12,31,W225,rider,R12-D30-I02,community_service,medium,new_workorder,1,0,1,1,62.736,7.501
S0,12,32,W024,rider,R12-D31-I12,road_or_facility,medium,invalid,0,0,,,,6.006
S0,12,32,W034,driver,R12-D31-I17,public_safety,low,invalid,0,0,,,,7.612
S0,12,32,W087,rider,R12-D31-I13,community_access,low,new_workorder,1,0,1,1,49.222,8.455
S0,12,32,W094,rider,R12-D31-I11,community_access,low,new_workorder,1,0,1,1,31.887,7.761
S0,12,32,W145,rider,R12-D31-I15,community_access,medium,invalid,0,0,,,,7.347
S0,12,32,W159,driver,R12-D31-I06,public_safety,medium,new_workorder,1,0,1,1,43.651,7.807
S0,12,33,W030,driver,R12-D32-I03,community_access,low,invalid,0,0,,,,6.712
S0,12,33,W035,rider,R12-D32-I15,community_access,medium,new_workorder,1,0,1,1,27.019,9.717
S0,12,33,W176,rider,R12-D32-I03,community_access,low,new_workorder,1,0,1,1,81.283,6.648
S0,12,34,W086,rider,R12-D33-I03,traffic,low,new_workorder,1,0,1,1,43.771,6.159
S0,12,34,W181,driver,R12-D33-I19,community_access,low,new_workorder,1,0,1,1,52.845,4.921
S0,12,34,W203,rider,R12-D33-I13,traffic,low,new_workorder,1,0,0,0,,10.084
S0,12,35,W003,rider,R12-D34-I08,public_safety,low,new_workorder,1,0,1,1,44.011,7.103
S0,12,35,W062,rider,R12-D34-I19,traffic,medium,invalid,0,0,,,,7.981
S0,12,35,W083,rider,R12-D34-I06,public_safety,low,invalid,0,0,,,,7.226
S0,12,35,W151,rider,R12-D34-I15,community_service,low,new_workorder,1,0,1,0,,9.424
S0,12,35,W229,rider,R12-D34-I18,road_or_facility,critical,emergency_referral,0,0,,,,10.105
S0,12,36,W003,rider,R12-D35-I07,community_access,high,invalid,0,0,,,,6.015
S0,12,36,W012,rider,R12-D35-I15,road_or_facility,low,new_workorder,1,0,1,1,51.887,7.465
S0,12,36,W029,rider,R12-D35-I13,road_or_facility,medium,invalid,0,0,,,,5.297
S0,12,36,W126,rider,R12-D35-I17,community_service,medium,new_workorder,1,0,1,1,28.329,8.477
S0,12,36,W150,rider,R12-D35-I00,traffic,medium,new_workorder,1,0,0,1,70.497,7.822
S0,12,36,W152,rider,R12-D35-I13,road_or_facility,medium,new_workorder,1,0,1,1,57.027,8.986
S0,12,36,W167,rider,R12-D35-I12,community_access,low,new_workorder,1,0,0,0,,8.195
S0,12,36,W186,driver,R12-D35-I15,road_or_facility,low,invalid,0,1,,,,7.412
S0,12,36,W196,rider,R12-D35-I19,community_access,high,new_workorder,1,0,1,1,37.914,6.95
S0,12,36,W202,rider,R12-D35-I02,public_safety,low,new_workorder,1,0,1,1,66.026,9.115
S0,12,37,W175,rider,R12-D36-I17,road_or_facility,medium,invalid,0,0,,,,5.713
S0,12,38,W030,driver,R12-D37-I13,road_or_facility,medium,new_workorder,1,0,1,1,55.126,8.468
S0,12,38,W033,rider,R12-D37-I18,community_access,medium,new_workorder,1,0,1,1,41.806,7.868
S0,12,38,W039,driver,R12-D37-I14,community_access,high,new_workorder,1,0,1,1,58.536,8.603
S0,12,38,W172,driver,R12-D37-I13,road_or_facility,medium,invalid,0,1,,,,8.263
S0,12,39,W084,rider,R12-D38-I05,road_or_facility,medium,invalid,0,0,,,,7.926
S0,12,39,W128,driver,R12-D38-I16,traffic,medium,invalid,0,0,,,,7.797
S0,12,39,W146,driver,R12-D38-I13,community_access,critical,emergency_referral,0,0,,,,8.198
S0,12,39,W180,driver,R12-D38-I08,road_or_facility,low,new_workorder,1,0,1,1,28.24,10.136
S0,12,39,W190,driver,R12-D38-I19,public_safety,low,invalid,0,0,,,,6.354
S0,12,39,W193,rider,R12-D38-I07,traffic,low,invalid,0,0,,,,7.013
S0,12,39,W206,rider,R12-D38-I14,community_access,medium,invalid,0,0,,,,9.102
S0,12,40,W018,driver,R12-D39-I12,community_service,high,invalid,0,0,,,,8.234
S0,12,40,W106,driver,R12-D39-I14,community_access,low,new_workorder,1,0,1,1,40.485,7.441
S0,12,40,W177,rider,R12-D39-I16,road_or_facility,high,invalid,0,0,,,,8.594
S0,12,41,W002,rider,R12-D40-I02,community_access,low,new_workorder,1,0,1,1,48.414,10.151
S0,12,41,W049,rider,R12-D40-I09,community_service,low,invalid,0,0,,,,8.419
S0,12,41,W055,rider,R12-D40-I12,traffic,medium,invalid,0,0,,,,7.682
S0,12,41,W068,rider,R12-D40-I14,public_safety,low,new_workorder,1,0,0,0,,8.859
S0,12,41,W076,rider,R12-D40-I15,traffic,medium,new_workorder,1,0,0,0,,7.719
S0,12,41,W132,rider,R12-D40-I12,traffic,medium,invalid,0,0,,,,9.427
S0,12,41,W141,rider,R12-D40-I19,community_access,low,new_workorder,1,0,1,1,55.584,9.67
S0,12,41,W150,rider,R12-D40-I18,community_access,medium,invalid,0,0,,,,4.168
S0,12,41,W231,rider,R12-D40-I14,public_safety,low,invalid,0,1,,,,9.693
